test,page,strategy,visitnumber,ttr,datafetch,databulkload,templateparse,latency,bandwidth,date
GID,Blog,Auto,1,1771,52,1110,55,1,1,2010-05-18 20:47:48.41356-04
GID,Blog,Auto,23,2029,51,1253,90,1,1,2010-05-18 20:52:15.139597-04
GID,Blog,Auto,24,2123,52,1353,94,1,1,2010-05-18 20:52:18.280705-04
GID,Blog,Auto,25,1928,53,1200,95,1,1,2010-05-18 20:52:21.215666-04
GID,Blog,Auto,3,1630,54,934,90,1,1,2010-05-18 20:52:38.248083-04
GID,Blog,Auto,6,1972,56,1218,97,1,1,2010-05-18 20:52:46.679174-04
GID,Blog,Auto,7,1959,54,1216,90,1,1,2010-05-18 20:52:49.640728-04
GID,Blog,Auto,13,1602,50,909,84,1,1,2010-05-18 20:53:05.914293-04
GID,Blog,Auto,15,1697,48,1021,83,1,1,2010-05-18 20:53:11.204497-04
GID,Blog,Auto,11,2446,50,1641,92,1,1,2010-05-18 20:43:07.965013-04
GID,Blog,Auto,12,2258,69,1394,91,1,1,2010-05-18 20:43:11.244999-04
GID,Blog,Auto,13,2260,82,1347,89,1,1,2010-05-18 20:43:14.485536-04
GID,Blog,Auto,14,2546,48,1734,85,1,1,2010-05-18 20:43:18.064585-04
GID,Blog,Auto,15,2663,85,1707,90,1,1,2010-05-18 20:43:21.750469-04
GID,Blog,Auto,16,2113,48,1301,88,1,1,2010-05-18 20:43:24.850769-04
GID,Blog,Auto,17,1906,49,1191,50,1,1,2010-05-18 20:43:27.700033-04
GID,Blog,Auto,18,1839,52,1119,92,1,1,2010-05-18 20:43:30.468798-04
GID,Blog,Auto,19,1933,49,1215,94,1,1,2010-05-18 20:43:33.353917-04
GID,Blog,Auto,28,1865,48,1161,48,1,1,2010-05-18 20:44:00.154816-04
GID,Blog,Auto,2,1879,52,1167,97,1,1,2010-05-18 20:44:05.96964-04
GID,Blog,Auto,11,1713,94,1003,48,1,1,2010-05-18 20:44:32.12179-04
GID,Blog,Auto,12,1693,51,1007,84,1,1,2010-05-18 20:44:34.744977-04
GID,Blog,Auto,24,1601,50,935,87,1,1,2010-05-18 20:45:08.280369-04
GID,Blog,Auto,1,2224,53,1413,95,1,1,2010-05-18 20:45:31.627112-04
GID,Blog,Auto,6,2022,56,1264,97,1,1,2010-05-18 20:45:46.372074-04
GID,Blog,Auto,24,2118,50,1349,107,1,1,2010-05-18 20:46:41.063039-04
GID,Blog,Auto,3,1807,50,1071,91,1,1,2010-05-18 20:47:02.304832-04
GID,Blog,Auto,4,2021,52,1291,95,1,1,2010-05-18 20:47:05.328-04
GID,Blog,Auto,5,1967,52,1211,94,1,1,2010-05-18 20:47:08.29405-04
GID,Blog,Auto,13,1965,50,1160,94,1,1,2010-05-18 20:47:30.975099-04
GID,Blog,Auto,14,1942,50,1200,95,1,1,2010-05-18 20:47:33.903719-04
GID,Blog,Auto,3,1897,53,1110,93,1,1,2010-05-18 20:44:08.88809-04
GID,Blog,Auto,5,1976,55,1213,96,1,1,2010-05-18 20:44:14.629121-04
GID,Blog,Auto,6,1999,51,1264,95,1,1,2010-05-18 20:44:17.601401-04
GID,Blog,Auto,14,1708,51,985,90,1,1,2010-05-18 20:44:40.077749-04
GID,Blog,Auto,21,1696,49,1007,83,1,1,2010-05-18 20:45:00.370046-04
GID,Blog,Auto,22,1807,107,1068,75,1,1,2010-05-18 20:45:03.128382-04
GID,Blog,Auto,23,1598,49,916,88,1,1,2010-05-18 20:45:05.68326-04
GID,Blog,Auto,12,2161,49,1405,84,1,1,2010-05-18 20:46:04.837458-04
GID,Blog,Auto,14,1796,46,1096,82,1,1,2010-05-18 20:46:10.724978-04
GID,Blog,Auto,25,2000,52,1201,94,1,1,2010-05-18 20:46:44.015175-04
GID,Blog,Auto,26,1897,51,1088,97,1,1,2010-05-18 20:46:46.887013-04
GID,Blog,Auto,27,1913,49,1163,91,1,1,2010-05-18 20:46:49.871941-04
GID,Blog,Auto,7,1990,48,1245,83,1,1,2010-05-18 20:47:14.390186-04
GID,Blog,Auto,10,1710,50,1012,92,1,1,2010-05-18 20:47:22.436775-04
GID,Blog,Auto,15,1932,53,1198,91,1,1,2010-05-18 20:47:36.828077-04
GID,Blog,Auto,16,2002,87,1178,85,1,1,2010-05-18 20:47:39.8252-04
GID,Blog,Auto,8,1762,56,1044,91,1,1,2010-05-18 20:53:59.338055-04
GID,Blog,Auto,9,1946,50,1215,91,1,1,2010-05-18 20:54:02.303594-04
GID,Blog,Auto,10,1941,49,1178,91,1,1,2010-05-18 20:54:05.29127-04
GID,Blog,Auto,16,1656,56,996,90,1,1,2010-05-18 20:54:21.048611-04
GID,Blog,Auto,17,1826,52,1076,93,1,1,2010-05-18 20:54:23.881653-04
GID,Blog,Auto,2,1609,52,945,97,1,1,2010-05-18 20:54:43.662364-04
GID,Blog,Auto,3,1917,50,1160,95,1,1,2010-05-18 20:45:37.648062-04
GID,Blog,Auto,4,1826,51,1097,93,1,1,2010-05-18 20:45:40.446617-04
GID,Blog,Auto,5,1857,50,1141,90,1,1,2010-05-18 20:45:43.28179-04
GID,Blog,Auto,9,2253,52,1476,96,1,1,2010-05-18 20:45:55.786773-04
GID,Blog,Auto,10,2002,51,1154,100,1,1,2010-05-18 20:45:58.773135-04
GID,Blog,Auto,15,1801,51,1090,87,1,1,2010-05-18 20:46:13.516901-04
GID,Blog,Auto,16,1902,103,1162,86,1,1,2010-05-18 20:46:16.384198-04
GID,Blog,Auto,17,1969,50,1217,90,1,1,2010-05-18 20:46:19.324094-04
GID,Blog,Auto,18,2036,50,1301,90,1,1,2010-05-18 20:46:22.365803-04
GID,Blog,Auto,19,2238,51,1448,88,1,1,2010-05-18 20:46:25.59788-04
GID,Blog,Auto,22,2017,49,1261,85,1,1,2010-05-18 20:46:34.717005-04
GID,Blog,Auto,28,2075,51,1273,85,1,1,2010-05-18 20:46:52.954553-04
GID,Blog,Auto,1,2090,51,1350,95,1,1,2010-05-18 20:46:56.256414-04
