test,page,strategy,visitnumber,ttr,datafetch,databulkload,templateparse,latency,bandwidth,date
Test,Wiki,Flying Templates,3,235,24,0,10,1,1,2010-02-09 22:43:42.368053-05
Test,Wiki,Flying Templates,3,324,23,0,11,1,1,2010-02-09 22:43:45.737411-05
Test,Wiki,Flying Templates,5,242,22,0,11,1,1,2010-02-09 22:43:53.464233-05
Test,Wiki,Flying Templates,8,307,23,0,10,1,1,2010-02-09 22:44:01.318051-05
Test,Wiki,Flying Templates,8,242,23,0,11,1,1,2010-02-09 22:44:02.397816-05
Test,Wiki,Flying Templates,9,323,21,0,10,1,1,2010-02-09 22:44:03.561037-05
Test,Wiki,Flying Templates,9,248,23,0,11,1,1,2010-02-09 22:44:04.641234-05
Test,Wiki,Flying Templates,1,370,23,0,10,1,1,2010-02-09 22:44:05.851256-05
Test,Wiki,Flying Templates,9,317,22,0,10,1,1,2010-02-09 22:44:17.092457-05
Test,Wiki,Flying Templates,9,247,26,0,10,1,1,2010-02-09 22:44:20.40772-05
Test,Wiki,Flying Templates,14,278,22,0,11,1,1,2010-02-09 22:44:29.427738-05
Test,Wiki,Flying Templates,10,371,86,0,11,1,1,2010-02-09 22:45:02.16274-05
Test,Wiki,Flying Templates,10,249,23,0,10,1,1,2010-02-09 22:45:03.232837-05
Test,Wiki,Flying Templates,10,303,23,0,10,1,1,2010-02-09 22:45:04.364909-05
Test,Wiki,Flying Templates,21,307,24,0,10,1,1,2010-02-09 22:43:34.601867-05
Test,Wiki,Flying Templates,1,302,22,0,10,1,1,2010-02-09 22:43:36.832648-05
Test,Wiki,Flying Templates,3,229,22,0,10,1,1,2010-02-09 22:43:44.57611-05
Test,Wiki,Flying Templates,4,302,27,0,10,1,1,2010-02-09 22:43:52.390264-05
Test,Wiki,Flying Templates,6,291,24,0,10,1,1,2010-02-09 22:43:54.599247-05
Test,Wiki,Flying Templates,4,315,22,0,10,1,1,2010-02-09 22:44:48.566607-05
Test,Wiki,Flying Templates,5,271,23,0,11,1,1,2010-02-09 22:44:51.906931-05
Test,Wiki,Flying Templates,12,322,23,0,10,1,1,2010-02-09 22:45:08.87682-05
Test,Wiki,Flying Templates,12,245,23,0,10,1,1,2010-02-09 22:45:09.953247-05
Test,Wiki,Flying Templates,14,330,97,0,11,1,1,2010-02-09 22:45:12.260807-05
Test,Wiki,Flying Templates,16,249,24,0,10,1,1,2010-02-09 22:45:16.731134-05
Test,Wiki,Flying Templates,16,354,23,0,10,1,1,2010-02-09 22:45:17.929653-05
Test,Wiki,Flying Templates,16,264,24,0,10,1,1,2010-02-09 22:45:19.031475-05
Test,Wiki,Flying Templates,16,324,23,0,10,1,1,2010-02-09 22:45:20.196731-05
Test,Wiki,Flying Templates,1,241,23,0,11,1,1,2010-02-09 22:45:21.275273-05
Test,Wiki,Flying Templates,2,356,23,0,10,1,1,2010-02-09 22:45:22.474847-05
Test,Wiki,Flying Templates,2,256,23,0,10,1,1,2010-02-09 22:45:23.562856-05
Test,Wiki,Flying Templates,2,282,24,0,10,1,1,2010-02-09 22:45:25.829785-05
Test,Wiki,Flying Templates,3,261,23,0,10,1,1,2010-02-09 22:45:28.072841-05
Test,Wiki,Flying Templates,15,266,23,0,11,1,1,2010-02-09 22:44:31.695033-05
Test,Wiki,Flying Templates,16,255,23,0,10,1,1,2010-02-09 22:44:33.947554-05
Test,Wiki,Flying Templates,17,320,22,0,11,1,1,2010-02-09 22:44:35.113186-05
Test,Wiki,Flying Templates,17,236,23,0,10,1,1,2010-02-09 22:44:36.191378-05
Test,Wiki,Flying Templates,17,294,23,0,10,1,1,2010-02-09 22:44:37.334966-05
Test,Wiki,Flying Templates,17,315,22,0,11,1,1,2010-02-09 22:44:39.579447-05
